epoch,train loss,train acc,test loss,test acc
0,2.2105474713331232,22.44,1.758018667047674,40.92
1,2.0710787629794503,29.782,1.5970290694573912,47.23
0,2.2047731988654586,22.724,1.6748619284292665,44.4
1,2.06569698124467,30.554,1.5689596925118956,48.57
2,1.9943626204091227,35.24,1.383339857814288,57.74
3,1.9268896727858182,39.666,1.2909430470129457,62.23
4,1.881005000494764,42.31,1.1596251979018704,70.15
5,1.8469761853705426,44.102,1.213311791419983,69.68
6,1.8195630042013042,45.788,1.218547269551441,67.53
7,1.797027228829378,46.932,1.050568320534446,74.29
8,1.7740270439274086,47.908,1.0302243587946651,74.1
9,1.758722460341597,48.924,1.0171357158458594,78.21
10,1.7444440470429843,49.48,1.0621926411233766,76.32
11,1.7293240034986355,50.028,1.0191784085649434,78.22
12,1.7175490110813973,50.774,0.9799877573745419,79.07
13,1.7053976548697523,51.324,0.924553202258216,79.42
14,1.6970462940021125,51.726,0.970776890263413,78.41
15,1.6858709878577498,52.098,0.954816855565466,79.06
16,1.6745917828145152,52.632,0.9590380793870098,79.5
17,1.664251828958133,53.076,0.942076503026365,79.67
18,1.6543202596102544,53.506,0.9037416023437423,80.69
19,1.6478565582531488,53.654,0.9803498387336731,79.49
20,1.6392342807773597,54.008,0.8690845773677633,80.4
21,1.6305738556122253,54.318,0.905479640069634,79.98
22,1.6189507131347198,54.696,0.9220545364148689,81.56
23,1.6100156581951286,55.106,0.9361471377237879,80.67
24,1.6026671799963605,55.304,0.8987030380904072,81.49
25,1.5941353978996047,55.558,0.812555502761494,82.95
26,1.5844862948438687,55.796,0.9221107068687978,80.3
27,1.5737761935155712,56.192,0.9496756545220962,79.77
28,1.5689950660617653,56.254,0.8697076036472513,82.49
29,1.5545074430878512,56.756,0.9650408836326214,79.73
30,1.545165202899543,56.966,0.8547059899628765,81.6
31,1.538766107243861,57.096,0.8750241874444364,80.99
32,1.5287178296125485,57.516,0.9136160196680011,78.08
33,1.516770497113765,57.72,0.9175820266357576,79.6
34,1.506519025217794,58.038,0.8702609617300708,79.71
35,1.4947715730131987,58.248,0.960401430274501,79.14
36,1.48430038692956,58.7,0.9592831562263797,78.29
37,1.4738689412573773,58.78,0.9819248246424126,76.72
38,1.4566553740319843,59.302,0.9834689594278432,77.94
39,1.4476554854838308,59.588,0.9865302088284733,78.24
40,1.3108836939196309,63.286,0.9018167179040234,80.7
41,1.243579296525829,65.042,0.9408721719125305,79.14
42,1.2173224237256632,65.65,0.9649471164953829,78.47
43,1.1931628556194191,66.26,1.0102062381879249,76.85
44,1.169222730075668,66.862,1.015872441156946,76.95
45,1.1501324097952528,67.318,1.029787408583092,76.49
46,1.128120848196064,67.83,1.0620906346976156,75.68
47,1.113306327907738,67.91,1.0663153944593486,75.59
48,1.0957730638240286,68.47,1.0980323149700357,74.88
49,1.0773143767116065,68.82,1.10224888481275,74.12
50,1.0514846810835874,69.582,1.1585676435268286,73.11
51,1.038626915347839,69.826,1.1839191757067284,72.72
52,1.0171494628480058,70.21,1.2288718807576882,72.31
53,1.0075149853864986,70.344,1.3026922008003852,69.16
54,0.9859026795876528,70.902,1.3089636684668184,69.58
55,0.9657015985620763,71.448,1.2769252073885216,70.87
56,0.9518584508695201,71.654,1.3234962604262612,69.96
57,0.9314395655133203,72.202,1.3253885019909253,69.49
58,0.9169367858785427,72.654,1.3637845835300406,68.69
59,0.8955080834084856,72.942,1.5064986835826526,64.77
60,0.8815116533535516,73.47,1.416620378542428,68.0
61,0.863600428214293,73.926,1.4426793702925094,67.55
62,0.8418945447954242,74.53,1.4998180998696222,65.27
63,0.8342056713983387,74.522,1.4163480557576575,68.01
64,0.8124798007145195,75.112,1.5481473249618454,64.23
65,0.7952482831740905,75.436,1.5738711296909986,63.79
66,0.7845160552638327,75.886,1.5341782461513171,65.5
67,0.7642016377979386,76.166,1.5763249325029778,65.17
68,0.7472212699228872,76.76,1.6186355496897842,63.46
69,0.7291285427873264,77.302,1.683226475811968,63.29
70,0.7101984501840595,77.598,1.7588494582609697,60.58
71,0.7000712237520543,77.918,1.739280049246971,61.8
72,0.6826161848519273,78.622,1.7628548422245065,60.96
73,0.6662294917211743,78.894,1.8118882191301597,58.43
74,0.649260449266147,79.566,1.7522796127531264,62.41
75,0.6296431002970448,80.044,1.7711824696473402,61.67
76,0.6228468050220926,80.226,1.8724286520119868,58.79
77,0.5986531477772401,80.87,1.8708958866620304,60.75
78,0.588305217768243,81.156,1.7867124622518367,61.57
79,0.5688151727936311,81.902,1.8722857646267823,59.37
